統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
全国,NA,NA,1641532,1633768,7764,2145415,2134880,10535,19754,20748,2017-03-01
NA,北海道,NA,49930,49879,51,66933,66872,61,487,571,2017-03-01
NA,青森,NA,13632,13624,8,16862,16853,9,133,132,2017-03-01
NA,岩手,NA,6754,6723,31,8741,8694,47,107,109,2017-03-01
NA,宮城,NA,7847,7817,30,10521,10476,45,112,101,2017-03-01
NA,秋田,NA,7340,7325,15,9549,9534,15,72,87,2017-03-01
NA,山形,NA,6197,6152,45,7683,7625,58,75,66,2017-03-01
NA,福島,NA,7658,7584,74,9502,9425,77,132,104,2017-03-01
NA,茨城,NA,21335,21218,117,27308,27158,150,314,287,2017-03-01
NA,栃木,NA,10077,10023,54,12811,12733,78,123,124,2017-03-01
NA,群馬,NA,6285,6246,39,7800,7752,48,101,88,2017-03-01
NA,埼玉,NA,51779,51614,165,69266,69035,231,697,648,2017-03-01
NA,千葉,NA,38882,38724,158,50865,50636,229,562,521,2017-03-01
NA,東京,NA,225129,224080,1049,283297,281929,1368,2681,2784,2017-03-01
NA,神奈川,NA,26350,26257,93,35044,34907,137,369,357,2017-03-01
NA,新潟,NA,7122,7082,40,9123,9061,62,93,109,2017-03-01
NA,富山,NA,1496,1480,16,1743,1719,24,17,24,2017-03-01
NA,石川,NA,2704,2677,27,3142,3112,30,26,26,2017-03-01
NA,福井,NA,3359,3317,42,4166,4116,50,51,42,2017-03-01
NA,山梨,NA,5619,5554,65,7036,6950,86,64,62,2017-03-01
NA,長野,NA,6536,6485,51,8175,8110,65,83,97,2017-03-01
NA,岐阜,NA,4392,4325,67,5466,5382,84,64,73,2017-03-01
NA,静岡,NA,11777,11699,78,14708,14614,94,181,165,2017-03-01
NA,愛知,NA,17783,17676,107,23482,23329,153,256,266,2017-03-01
NA,三重,NA,12846,12755,91,16655,16527,128,174,182,2017-03-01
NA,滋賀,NA,5234,5204,30,7448,7404,44,75,106,2017-03-01
NA,京都,NA,10372,10308,64,15076,14990,86,124,154,2017-03-01
NA,大阪,NA,56705,56519,186,78582,78240,342,659,714,2017-03-01
NA,兵庫,NA,17678,17563,115,23968,23813,155,233,231,2017-03-01
NA,奈良,NA,9606,9543,63,13082,12992,90,108,127,2017-03-01
NA,和歌山,NA,4989,4962,27,6161,6122,39,74,72,2017-03-01
NA,鳥取,NA,5645,5613,32,7506,7466,40,77,89,2017-03-01
NA,島根,NA,4670,4662,8,5996,5986,10,72,55,2017-03-01
NA,岡山,NA,4010,3996,14,5173,5156,17,58,81,2017-03-01
NA,広島,NA,5978,5928,50,8151,8079,72,88,103,2017-03-01
NA,山口,NA,8980,8943,37,11359,11303,56,82,110,2017-03-01
NA,徳島,NA,10790,10762,28,13982,13945,37,94,138,2017-03-01
NA,香川,NA,3447,3423,24,4477,4447,30,39,36,2017-03-01
NA,愛媛,NA,7659,7603,56,9513,9444,69,75,86,2017-03-01
NA,高知,NA,5928,5879,49,7536,7461,75,82,87,2017-03-01
NA,福岡,NA,39013,38861,152,54767,54521,246,327,403,2017-03-01
NA,佐賀,NA,6488,6425,63,7988,7910,78,86,81,2017-03-01
NA,長崎,NA,8095,8049,46,10823,10767,56,80,117,2017-03-01
NA,熊本,NA,7502,7464,38,9620,9575,45,113,113,2017-03-01
NA,大分,NA,9245,9158,87,11563,11459,104,90,111,2017-03-01
NA,宮崎,NA,7503,7468,35,9460,9412,48,99,100,2017-03-01
NA,鹿児島,NA,12342,12240,102,16204,16048,156,130,184,2017-03-01
NA,沖縄,NA,18411,18322,89,24376,24240,136,227,241,2017-03-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-01
NA,札幌市,NA,54697,54575,122,74010,73863,147,715,672,2017-03-01
NA,仙台市,NA,13278,13231,47,17923,17862,61,189,177,2017-03-01
NA,さいたま市,NA,15435,15341,94,20368,20238,130,215,215,2017-03-01
NA,千葉市,NA,16339,16140,199,20702,20398,304,239,236,2017-03-01
NA,横浜市,NA,53808,53707,101,71008,70849,159,662,714,2017-03-01
NA,川崎市,NA,24277,24243,34,31879,31828,51,307,318,2017-03-01
NA,相模原市,NA,10068,10038,30,14100,14055,45,136,144,2017-03-01
NA,新潟市,NA,9027,8974,53,11974,11910,64,99,108,2017-03-01
NA,静岡市,NA,7047,6997,50,9100,9035,65,70,80,2017-03-01
NA,浜松市,NA,5746,5668,78,7418,7310,108,93,97,2017-03-01
NA,名古屋市,NA,38574,38353,221,49101,48819,282,613,658,2017-03-01
NA,京都市,NA,33015,32616,399,45299,44738,561,389,457,2017-03-01
NA,大阪市,NA,115834,115071,763,143872,142847,1025,1446,1574,2017-03-01
NA,堺市,NA,19240,19192,48,26014,25954,60,265,218,2017-03-01
NA,神戸市,NA,34945,34808,137,47611,47427,184,366,422,2017-03-01
NA,岡山市,NA,10000,9959,41,13574,13524,50,129,114,2017-03-01
NA,広島市,NA,19259,19181,78,26185,26080,105,248,245,2017-03-01
NA,北九州市,NA,18574,18503,71,23736,23651,85,183,188,2017-03-01
NA,福岡市,NA,33596,33508,88,44145,44033,112,402,387,2017-03-01
NA,熊本市,NA,12228,12187,41,16210,16155,55,185,198,2017-03-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-01
NA,旭川市,NA,10114,10090,24,13219,13192,27,100,118,2017-03-01
NA,函館市,NA,9490,9480,10,12248,12238,10,93,104,2017-03-01
NA,青森市,NA,6803,6803,0,8687,8687,0,53,42,2017-03-01
NA,八戸市,NA,3644,3628,16,4619,4596,23,25,28,2017-03-01
NA,盛岡市,NA,3743,3731,12,4811,4796,15,43,33,2017-03-01
NA,秋田市,NA,4281,4272,9,5419,5408,11,39,36,2017-03-01
NA,郡山市,NA,2620,2610,10,3268,3258,10,29,29,2017-03-01
NA,いわき市,NA,3248,3225,23,4250,4226,24,60,49,2017-03-01
NA,宇都宮市,NA,6693,6642,51,8721,8658,63,67,79,2017-03-01
NA,前橋市,NA,3176,3128,48,3953,3894,59,32,36,2017-03-01
NA,高崎市,NA,2841,2834,7,3465,3458,7,47,30,2017-03-01
NA,川越市,NA,3325,3320,5,4473,4467,6,28,40,2017-03-01
NA,越谷市,NA,2998,2979,19,4094,4064,30,37,40,2017-03-01
NA,船橋市,NA,6846,6817,29,8952,8905,47,70,57,2017-03-01
NA,柏市,NA,3437,3430,7,4573,4560,13,54,40,2017-03-01
NA,八王子市,NA,7658,7640,18,10097,10076,21,77,81,2017-03-01
NA,横須賀市,NA,4018,3996,22,5287,5257,30,43,30,2017-03-01
NA,富山市,NA,1591,1589,2,1823,1821,2,26,19,2017-03-01
NA,金沢市,NA,3712,3692,20,4406,4384,22,34,41,2017-03-01
NA,長野市,NA,2522,2506,16,3229,3210,19,26,37,2017-03-01
NA,岐阜市,NA,5315,5272,43,6583,6527,56,47,50,2017-03-01
NA,豊橋市,NA,1806,1798,8,2247,2237,10,16,21,2017-03-01
NA,豊田市,NA,1766,1758,8,2453,2439,14,30,29,2017-03-01
NA,岡崎市,NA,1544,1534,10,2019,2008,11,25,27,2017-03-01
NA,大津市,NA,3103,3082,21,4195,4162,33,28,33,2017-03-01
NA,高槻市,NA,4256,4245,11,6157,6141,16,35,60,2017-03-01
NA,東大阪市,NA,14714,14663,51,19890,19816,74,151,205,2017-03-01
NA,豊中市,NA,7657,7617,40,10386,10324,62,75,75,2017-03-01
NA,枚方市,NA,5718,5696,22,8024,7996,28,76,61,2017-03-01
