統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,京都,NA,10314,10258,56,14879,14798,81,96,108,2017-04-01
NA,大阪,NA,56525,56357,168,77996,77696,300,535,542,2017-04-01
NA,兵庫,NA,17636,17517,119,23809,23653,156,189,164,2017-04-01
NA,奈良,NA,9577,9512,65,12979,12883,96,98,81,2017-04-01
NA,和歌山,NA,4964,4935,29,6113,6077,36,47,33,2017-04-01
NA,鳥取,NA,5613,5574,39,7418,7371,47,57,65,2017-04-01
NA,島根,NA,4662,4650,12,5961,5947,14,47,57,2017-04-01
NA,岡山,NA,3986,3968,18,5116,5094,22,57,50,2017-04-01
NA,広島,NA,5955,5898,57,8085,8009,76,80,75,2017-04-01
NA,山口,NA,8953,8906,47,11280,11215,65,83,82,2017-04-01
NA,徳島,NA,10738,10700,38,13856,13807,49,86,69,2017-04-01
NA,香川,NA,3453,3425,28,4466,4430,36,42,43,2017-04-01
NA,愛媛,NA,7653,7586,67,9498,9413,85,80,53,2017-04-01
NA,高知,NA,5903,5849,54,7463,7382,81,62,63,2017-04-01
NA,福岡,NA,38874,38723,151,54240,54004,236,264,298,2017-04-01
NA,佐賀,NA,6458,6398,60,7942,7859,83,51,59,2017-04-01
NA,長崎,NA,8047,8007,40,10683,10634,49,69,61,2017-04-01
NA,熊本,NA,7486,7441,45,9562,9507,55,97,98,2017-04-01
NA,大分,NA,9220,9139,81,11493,11395,98,86,73,2017-04-01
NA,宮崎,NA,7456,7415,41,9351,9299,52,53,78,2017-04-01
NA,鹿児島,NA,12259,12169,90,16016,15890,126,100,104,2017-04-01
NA,沖縄,NA,18352,18259,93,24177,24035,142,190,164,2017-04-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-01
NA,札幌市,NA,54642,54517,125,73473,73318,155,617,623,2017-04-01
NA,仙台市,NA,13234,13185,49,17786,17723,63,133,89,2017-04-01
NA,さいたま市,NA,15392,15292,100,20254,20120,134,172,157,2017-04-01
NA,千葉市,NA,16318,16129,189,20618,20347,271,215,193,2017-04-01
NA,横浜市,NA,53684,53583,101,70475,70310,165,590,656,2017-04-01
NA,川崎市,NA,24228,24189,39,31679,31618,61,269,232,2017-04-01
NA,相模原市,NA,10021,9999,22,14021,13993,28,97,98,2017-04-01
NA,新潟市,NA,8997,8950,47,11876,11822,54,78,59,2017-04-01
NA,静岡市,NA,7034,6981,53,9062,8994,68,67,46,2017-04-01
NA,浜松市,NA,5729,5663,66,7391,7297,94,80,69,2017-04-01
NA,名古屋市,NA,38393,38190,203,48730,48464,266,477,438,2017-04-01
NA,京都市,NA,32872,32493,379,44855,44316,539,314,358,2017-04-01
NA,大阪市,NA,115670,114925,745,143266,142270,996,1410,1417,2017-04-01
NA,堺市,NA,19212,19163,49,25871,25807,64,190,196,2017-04-01
NA,神戸市,NA,34830,34689,141,47207,47024,183,307,330,2017-04-01
NA,岡山市,NA,9980,9939,41,13504,13455,49,94,88,2017-04-01
NA,広島市,NA,19170,19098,72,25876,25772,104,156,205,2017-04-01
NA,北九州市,NA,18536,18475,61,23619,23543,76,150,181,2017-04-01
NA,福岡市,NA,33621,33517,104,43965,43824,141,412,442,2017-04-01
NA,熊本市,NA,12165,12119,46,16075,16016,59,135,136,2017-04-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-01
NA,旭川市,NA,10059,10027,32,13045,13006,39,63,93,2017-04-01
NA,函館市,NA,9445,9434,11,12152,12140,12,59,87,2017-04-01
NA,青森市,NA,6801,6801,0,8647,8647,0,40,56,2017-04-01
NA,八戸市,NA,3639,3628,11,4588,4571,17,23,32,2017-04-01
NA,盛岡市,NA,3756,3744,12,4795,4780,15,46,40,2017-04-01
NA,秋田市,NA,4278,4274,4,5405,5400,5,33,31,2017-04-01
NA,郡山市,NA,2613,2602,11,3271,3260,11,22,25,2017-04-01
NA,いわき市,NA,3240,3214,26,4231,4204,27,41,29,2017-04-01
NA,宇都宮市,NA,6668,6618,50,8674,8607,67,54,44,2017-04-01
NA,前橋市,NA,3170,3122,48,3921,3861,60,30,23,2017-04-01
NA,高崎市,NA,2852,2841,11,3467,3450,17,41,14,2017-04-01
NA,川越市,NA,3315,3310,5,4441,4435,6,30,37,2017-04-01
NA,越谷市,NA,2985,2970,15,4065,4048,17,27,26,2017-04-01
NA,船橋市,NA,6881,6847,34,8963,8911,52,91,59,2017-04-01
NA,柏市,NA,3455,3448,7,4579,4568,11,58,59,2017-04-01
NA,八王子市,NA,7639,7625,14,10021,10006,15,62,67,2017-04-01
NA,横須賀市,NA,4015,3986,29,5275,5238,37,27,28,2017-04-01
NA,富山市,NA,1591,1589,2,1819,1817,2,19,13,2017-04-01
NA,金沢市,NA,3703,3685,18,4382,4362,20,32,23,2017-04-01
NA,長野市,NA,2519,2503,16,3218,3198,20,34,16,2017-04-01
NA,岐阜市,NA,5318,5275,43,6575,6522,53,53,40,2017-04-01
NA,豊橋市,NA,1798,1791,7,2218,2211,7,13,19,2017-04-01
NA,豊田市,NA,1758,1752,6,2439,2426,13,21,27,2017-04-01
NA,岡崎市,NA,1537,1521,16,2017,1999,18,20,21,2017-04-01
NA,大津市,NA,3105,3086,19,4179,4148,31,35,26,2017-04-01
NA,高槻市,NA,4240,4232,8,6111,6101,10,44,40,2017-04-01
NA,東大阪市,NA,14648,14592,56,19870,19793,77,130,128,2017-04-01
NA,豊中市,NA,7654,7619,35,10340,10283,57,72,52,2017-04-01
NA,枚方市,NA,5722,5701,21,7999,7972,27,65,39,2017-04-01
NA,姫路市,NA,6808,6795,13,8858,8843,15,46,59,2017-04-01
NA,西宮市,NA,5955,5903,52,8171,8090,81,40,46,2017-04-01
NA,尼崎市,NA,13872,13846,26,18223,18189,34,99,92,2017-04-01
NA,奈良市,NA,5468,5391,77,7615,7499,116,56,51,2017-04-01
NA,和歌山市,NA,7713,7701,12,9315,9302,13,83,77,2017-04-01
NA,倉敷市,NA,5252,5244,8,7316,7308,8,62,62,2017-04-01
NA,福山市,NA,4872,4864,8,6507,6499,8,39,34,2017-04-01
NA,呉市,NA,2978,2958,20,3815,3791,24,18,15,2017-04-01
NA,下関市,NA,3466,3447,19,4410,4387,23,22,30,2017-04-01
NA,高松市,NA,4793,4763,30,6152,6114,38,38,34,2017-04-01
NA,松山市,NA,9922,9908,14,12366,12345,21,47,63,2017-04-01
NA,高知市,NA,9296,9249,47,12242,12181,61,66,69,2017-04-01
NA,久留米市,NA,5179,5172,7,6789,6781,8,46,58,2017-04-01
NA,長崎市,NA,9605,9564,41,13001,12933,68,48,62,2017-04-01
NA,佐世保市,NA,4210,4193,17,5578,5551,27,41,36,2017-04-01
NA,大分市,NA,6910,6870,40,8690,8642,48,53,43,2017-04-01
NA,宮崎市,NA,6871,6841,30,8810,8779,31,59,52,2017-04-01
NA,鹿児島市,NA,11705,11579,126,15331,15203,128,83,84,2017-04-01
NA,那覇市,NA,9509,9500,9,12489,12480,9,83,79,2017-04-01
