統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,香川,NA,3457,3424,33,4474,4432,42,48,32,2017-06-01
NA,愛媛,NA,7664,7593,71,9489,9398,91,65,79,2017-06-01
NA,高知,NA,5893,5840,53,7428,7358,70,50,54,2017-06-01
NA,福岡,NA,38847,38701,146,54056,53822,234,308,344,2017-06-01
NA,佐賀,NA,6462,6402,60,7922,7840,82,67,62,2017-06-01
NA,長崎,NA,8062,8025,37,10658,10609,49,74,74,2017-06-01
NA,熊本,NA,7501,7452,49,9536,9475,61,93,92,2017-06-01
NA,大分,NA,9219,9125,94,11486,11362,124,74,86,2017-06-01
NA,宮崎,NA,7457,7422,35,9339,9287,52,90,80,2017-06-01
NA,鹿児島,NA,12267,12171,96,15951,15797,154,131,113,2017-06-01
NA,沖縄,NA,18482,18388,94,24221,24068,153,236,167,2017-06-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-01
NA,札幌市,NA,54613,54442,171,73190,72986,204,606,629,2017-06-01
NA,仙台市,NA,13368,13299,69,17920,17810,110,198,152,2017-06-01
NA,さいたま市,NA,15417,15333,84,20244,20121,123,174,187,2017-06-01
NA,千葉市,NA,16445,16259,186,20727,20462,265,332,211,2017-06-01
NA,横浜市,NA,53750,53648,102,70415,70258,157,681,704,2017-06-01
NA,川崎市,NA,24385,24329,56,31778,31701,77,346,370,2017-06-01
NA,相模原市,NA,10072,10048,24,14041,13998,43,108,96,2017-06-01
NA,新潟市,NA,9054,9000,54,11943,11870,73,91,81,2017-06-01
NA,静岡市,NA,7077,7021,56,9093,9015,78,79,76,2017-06-01
NA,浜松市,NA,5743,5674,69,7381,7282,99,85,76,2017-06-01
NA,名古屋市,NA,38650,38437,213,48917,48623,294,571,563,2017-06-01
NA,京都市,NA,32880,32493,387,44757,44208,549,340,304,2017-06-01
NA,大阪市,NA,115674,114908,766,142763,141738,1025,1321,1331,2017-06-01
NA,堺市,NA,19236,19192,44,25782,25721,61,196,203,2017-06-01
NA,神戸市,NA,34818,34653,165,47046,46814,232,335,323,2017-06-01
NA,岡山市,NA,10025,9991,34,13459,13418,41,114,125,2017-06-01
NA,広島市,NA,19107,19029,78,25749,25630,119,197,216,2017-06-01
NA,北九州市,NA,18562,18497,65,23551,23476,75,191,140,2017-06-01
NA,福岡市,NA,33640,33526,114,43779,43626,153,412,401,2017-06-01
NA,熊本市,NA,12155,12095,60,15986,15908,78,159,160,2017-06-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-01
NA,旭川市,NA,10049,10008,41,12984,12924,60,69,85,2017-06-01
NA,函館市,NA,9438,9423,15,12107,12090,17,76,87,2017-06-01
NA,青森市,NA,6791,6788,3,8629,8624,5,41,41,2017-06-01
NA,八戸市,NA,3643,3628,15,4589,4568,21,38,27,2017-06-01
NA,盛岡市,NA,3764,3752,12,4794,4778,16,41,39,2017-06-01
NA,秋田市,NA,4283,4277,6,5386,5379,7,34,28,2017-06-01
NA,郡山市,NA,2625,2617,8,3281,3273,8,29,20,2017-06-01
NA,いわき市,NA,3267,3240,27,4250,4221,29,50,45,2017-06-01
NA,宇都宮市,NA,6671,6612,59,8616,8538,78,57,63,2017-06-01
NA,前橋市,NA,3167,3118,49,3910,3846,64,24,25,2017-06-01
NA,高崎市,NA,2866,2852,14,3483,3463,20,26,39,2017-06-01
NA,川越市,NA,3330,3326,4,4444,4439,5,38,31,2017-06-01
NA,越谷市,NA,3001,2985,16,4077,4054,23,34,29,2017-06-01
NA,船橋市,NA,6933,6900,33,8991,8947,44,87,58,2017-06-01
NA,柏市,NA,3453,3450,3,4558,4554,4,56,37,2017-06-01
NA,八王子市,NA,7621,7607,14,9971,9957,14,70,68,2017-06-01
NA,横須賀市,NA,4040,4010,30,5309,5266,43,37,18,2017-06-01
NA,富山市,NA,1616,1613,3,1848,1845,3,24,6,2017-06-01
NA,金沢市,NA,3712,3690,22,4384,4361,23,25,37,2017-06-01
NA,長野市,NA,2549,2533,16,3251,3230,21,29,27,2017-06-01
NA,岐阜市,NA,5320,5265,55,6564,6496,68,41,48,2017-06-01
NA,豊橋市,NA,1802,1797,5,2217,2212,5,19,17,2017-06-01
NA,豊田市,NA,1748,1743,5,2418,2411,7,24,16,2017-06-01
NA,岡崎市,NA,1551,1540,11,2020,2008,12,26,21,2017-06-01
NA,大津市,NA,3105,3087,18,4156,4130,26,32,36,2017-06-01
NA,高槻市,NA,4240,4232,8,6103,6091,12,41,46,2017-06-01
NA,東大阪市,NA,14611,14544,67,19704,19610,94,119,113,2017-06-01
NA,豊中市,NA,7699,7655,44,10328,10253,75,66,60,2017-06-01
NA,枚方市,NA,5744,5723,21,7976,7945,31,65,66,2017-06-01
NA,姫路市,NA,6829,6818,11,8860,8847,13,62,54,2017-06-01
NA,西宮市,NA,5955,5896,59,8161,8071,90,43,48,2017-06-01
NA,尼崎市,NA,13891,13864,27,18228,18193,35,107,98,2017-06-01
NA,奈良市,NA,5467,5390,77,7597,7472,125,48,33,2017-06-01
NA,和歌山市,NA,7721,7711,10,9306,9294,12,91,77,2017-06-01
NA,倉敷市,NA,5256,5247,9,7301,7291,10,57,53,2017-06-01
NA,福山市,NA,4889,4882,7,6508,6501,7,48,25,2017-06-01
NA,呉市,NA,2977,2953,24,3792,3765,27,27,32,2017-06-01
NA,下関市,NA,3452,3433,19,4371,4338,33,22,25,2017-06-01
NA,高松市,NA,4801,4769,32,6129,6089,40,39,41,2017-06-01
NA,松山市,NA,9926,9917,9,12328,12312,16,71,70,2017-06-01
NA,高知市,NA,9288,9237,51,12178,12101,77,70,59,2017-06-01
NA,久留米市,NA,5180,5175,5,6743,6737,6,49,39,2017-06-01
NA,長崎市,NA,9587,9544,43,12946,12881,65,58,47,2017-06-01
NA,佐世保市,NA,4211,4190,21,5540,5509,31,38,37,2017-06-01
NA,大分市,NA,6942,6902,40,8704,8655,49,51,59,2017-06-01
NA,宮崎市,NA,6911,6883,28,8826,8796,30,86,65,2017-06-01
NA,鹿児島市,NA,11713,11593,120,15307,15174,133,89,78,2017-06-01
NA,那覇市,NA,9565,9555,10,12508,12496,12,99,63,2017-06-01
