統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,八戸市,NA,3646,3631,15,4606,4588,18,33,32,2017-01-01
NA,盛岡市,NA,3728,3717,11,4793,4779,14,33,41,2017-01-01
NA,秋田市,NA,4273,4270,3,5409,5405,4,42,38,2017-01-01
NA,郡山市,NA,2625,2618,7,3287,3280,7,28,25,2017-01-01
NA,いわき市,NA,3223,3200,23,4208,4185,23,39,30,2017-01-01
NA,宇都宮市,NA,6691,6623,68,8739,8653,86,44,53,2017-01-01
NA,前橋市,NA,3180,3131,49,3964,3904,60,28,35,2017-01-01
NA,高崎市,NA,2819,2808,11,3441,3430,11,32,29,2017-01-01
NA,川越市,NA,3320,3315,5,4469,4462,7,26,30,2017-01-01
NA,越谷市,NA,2979,2969,10,4079,4064,15,27,28,2017-01-01
NA,船橋市,NA,6854,6826,28,8964,8925,39,75,76,2017-01-01
NA,柏市,NA,3398,3390,8,4544,4528,16,39,19,2017-01-01
NA,八王子市,NA,7705,7682,23,10190,10163,27,36,96,2017-01-01
NA,横須賀市,NA,4036,4002,34,5328,5277,51,21,41,2017-01-01
NA,富山市,NA,1575,1572,3,1800,1795,5,21,17,2017-01-01
NA,金沢市,NA,3700,3682,18,4407,4389,18,24,30,2017-01-01
NA,長野市,NA,2515,2500,15,3214,3194,20,25,18,2017-01-01
NA,岐阜市,NA,5309,5279,30,6595,6547,48,50,40,2017-01-01
NA,豊橋市,NA,1808,1800,8,2252,2244,8,14,18,2017-01-01
NA,豊田市,NA,1759,1755,4,2452,2447,5,18,28,2017-01-01
NA,岡崎市,NA,1534,1519,15,2003,1984,19,15,26,2017-01-01
NA,大津市,NA,3101,3084,17,4189,4169,20,24,35,2017-01-01
NA,高槻市,NA,4254,4244,10,6154,6142,12,34,31,2017-01-01
NA,東大阪市,NA,14675,14635,40,19875,19812,63,105,124,2017-01-01
NA,豊中市,NA,7644,7606,38,10372,10312,60,57,63,2017-01-01
NA,枚方市,NA,5680,5661,19,7986,7956,30,59,52,2017-01-01
NA,姫路市,NA,6832,6820,12,8924,8904,20,62,89,2017-01-01
NA,西宮市,NA,5968,5912,56,8224,8135,89,37,48,2017-01-01
NA,尼崎市,NA,13852,13824,28,18313,18272,41,98,100,2017-01-01
NA,奈良市,NA,5497,5414,83,7726,7597,129,38,50,2017-01-01
NA,和歌山市,NA,7712,7699,13,9327,9311,16,69,70,2017-01-01
NA,倉敷市,NA,5222,5214,8,7326,7315,11,43,52,2017-01-01
NA,福山市,NA,4925,4912,13,6624,6609,15,31,51,2017-01-01
NA,呉市,NA,3001,2965,36,3879,3832,47,15,23,2017-01-01
NA,下関市,NA,3504,3484,20,4492,4467,25,27,45,2017-01-01
NA,高松市,NA,4851,4796,55,6291,6213,78,42,59,2017-01-01
NA,松山市,NA,9985,9969,16,12457,12438,19,57,90,2017-01-01
NA,高知市,NA,9361,9310,51,12381,12305,76,41,81,2017-01-01
NA,久留米市,NA,5148,5142,6,6772,6766,6,44,42,2017-01-01
NA,長崎市,NA,9647,9613,34,13168,13117,51,34,74,2017-01-01
NA,佐世保市,NA,4218,4204,14,5593,5576,17,35,51,2017-01-01
NA,大分市,NA,6930,6895,35,8751,8705,46,45,64,2017-01-01
NA,宮崎市,NA,6900,6858,42,8883,8835,48,49,55,2017-01-01
NA,鹿児島市,NA,11737,11619,118,15498,15370,128,64,88,2017-01-01
NA,那覇市,NA,9490,9483,7,12541,12534,7,80,99,2017-01-01
