統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-01
NA,札幌市,NA,54920,54808,112,73310,73171,139,625,589,2017-12-01
NA,仙台市,NA,13509,13438,71,18037,17939,98,138,147,2017-12-01
NA,さいたま市,NA,15386,15293,93,20126,19987,139,189,192,2017-12-01
NA,千葉市,NA,16607,16384,223,20876,20563,313,242,219,2017-12-01
NA,横浜市,NA,53977,53881,96,70536,70396,140,660,658,2017-12-01
NA,川崎市,NA,24279,24219,60,31531,31453,78,285,263,2017-12-01
NA,相模原市,NA,10130,10095,35,14016,13950,66,102,105,2017-12-01
NA,新潟市,NA,9104,9057,47,11983,11923,60,91,79,2017-12-01
NA,静岡市,NA,7144,7084,60,9161,9093,68,88,60,2017-12-01
NA,浜松市,NA,5710,5630,80,7316,7197,119,83,72,2017-12-01
NA,名古屋市,NA,38518,38299,219,48543,48259,284,483,520,2017-12-01
NA,京都市,NA,32799,32437,362,44473,43979,494,218,339,2017-12-01
NA,大阪市,NA,115360,114629,731,141855,140950,905,1267,1423,2017-12-01
NA,堺市,NA,19280,19228,52,25820,25746,74,179,180,2017-12-01
NA,神戸市,NA,34724,34563,161,46751,46539,212,314,345,2017-12-01
NA,岡山市,NA,10036,9999,37,13453,13410,43,119,109,2017-12-01
NA,広島市,NA,19090,19007,83,25528,25419,109,236,217,2017-12-01
NA,北九州市,NA,18583,18493,90,23546,23447,99,165,189,2017-12-01
NA,福岡市,NA,33720,33592,128,43817,43654,163,362,346,2017-12-01
NA,熊本市,NA,12112,12059,53,15832,15759,73,150,144,2017-12-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-01
NA,旭川市,NA,10026,10001,25,12881,12844,37,91,72,2017-12-01
NA,函館市,NA,9440,9430,10,12052,12042,10,92,68,2017-12-01
NA,青森市,NA,6816,6808,8,8622,8613,9,37,45,2017-12-01
NA,八戸市,NA,3655,3642,13,4578,4564,14,23,20,2017-12-01
NA,盛岡市,NA,3787,3773,14,4804,4780,24,33,37,2017-12-01
NA,秋田市,NA,4277,4272,5,5370,5362,8,29,30,2017-12-01
NA,郡山市,NA,2647,2635,12,3285,3273,12,30,30,2017-12-01
NA,いわき市,NA,3283,3260,23,4287,4260,27,43,40,2017-12-01
NA,宇都宮市,NA,6719,6656,63,8672,8585,87,44,66,2017-12-01
NA,前橋市,NA,3182,3136,46,3893,3833,60,35,23,2017-12-01
NA,高崎市,NA,2887,2866,21,3496,3470,26,37,28,2017-12-01
NA,川越市,NA,3361,3356,5,4440,4433,7,31,29,2017-12-01
NA,越谷市,NA,3048,3029,19,4118,4083,35,36,22,2017-12-01
NA,船橋市,NA,6959,6923,36,8990,8938,52,70,64,2017-12-01
NA,柏市,NA,3508,3503,5,4611,4606,5,50,42,2017-12-01
NA,八王子市,NA,7528,7517,11,9730,9712,18,48,70,2017-12-01
NA,横須賀市,NA,4076,4046,30,5327,5285,42,35,43,2017-12-01
NA,富山市,NA,1648,1643,5,1875,1869,6,19,25,2017-12-01
NA,金沢市,NA,3676,3647,29,4320,4287,33,36,42,2017-12-01
NA,長野市,NA,2551,2537,14,3237,3218,19,27,26,2017-12-01
NA,岐阜市,NA,5320,5263,57,6540,6447,93,35,47,2017-12-01
NA,豊橋市,NA,1777,1766,11,2159,2142,17,9,18,2017-12-01
NA,豊田市,NA,1759,1748,11,2398,2381,17,21,41,2017-12-01
NA,岡崎市,NA,1553,1544,9,2022,2006,16,15,20,2017-12-01
NA,大津市,NA,3097,3067,30,4113,4074,39,27,44,2017-12-01
NA,高槻市,NA,4267,4258,9,6109,6098,11,33,37,2017-12-01
NA,東大阪市,NA,14602,14538,64,19586,19495,91,120,148,2017-12-01
NA,豊中市,NA,7684,7651,33,10263,10210,53,47,81,2017-12-01
NA,枚方市,NA,5733,5711,22,7888,7852,36,42,39,2017-12-01
NA,姫路市,NA,6798,6777,21,8767,8742,25,58,67,2017-12-01
NA,西宮市,NA,5967,5898,69,8143,8027,116,50,49,2017-12-01
NA,尼崎市,NA,13915,13877,38,18310,18260,50,68,104,2017-12-01
NA,奈良市,NA,5492,5404,88,7569,7437,132,50,36,2017-12-01
NA,和歌山市,NA,7747,7736,11,9316,9303,13,62,60,2017-12-01
NA,倉敷市,NA,5279,5272,7,7322,7314,8,58,62,2017-12-01
NA,福山市,NA,4877,4870,7,6485,6476,9,29,41,2017-12-01
NA,呉市,NA,2915,2895,20,3712,3686,26,19,24,2017-12-01
NA,下関市,NA,3426,3411,15,4323,4303,20,30,28,2017-12-01
NA,高松市,NA,4817,4765,52,6140,6080,60,42,39,2017-12-01
NA,松山市,NA,9921,9907,14,12274,12252,22,68,62,2017-12-01
NA,高知市,NA,9254,9196,58,12076,11990,86,55,71,2017-12-01
NA,久留米市,NA,5220,5210,10,6800,6787,13,27,42,2017-12-01
NA,長崎市,NA,9608,9552,56,12899,12817,82,77,72,2017-12-01
NA,佐世保市,NA,4159,4143,16,5427,5404,23,38,33,2017-12-01
NA,大分市,NA,6903,6871,32,8609,8567,42,53,63,2017-12-01
NA,宮崎市,NA,6919,6885,34,8838,8801,37,68,68,2017-12-01
NA,鹿児島市,NA,11731,11609,122,15304,15155,149,89,100,2017-12-01
NA,那覇市,NA,9649,9638,11,12605,12592,13,104,73,2017-12-01
